Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,PTS_per_game,PTS_per_min,ASTTOVR,Salary
Gary Harris,24,SG,DEN,57,48,1639,270,637,0.423861852433281,82,242,0.33884297520661155,188,395,0.4759493670886076,115,144,0.7986111111111112,41,119,160,127,55,19,68,113,737,0.2260596546310832,12.929824561403509,0.44966442953020136,1.8676470588235294,16517857
Gary Trent,20,SG,POR,15,1,111,16,50,0.32,5,21,0.23809523809523808,11,29,0.3793103448275862,3,7,0.42857142857142855,1,10,11,5,1,2,4,4,40,0.14,2.6666666666666665,0.36036036036036034,1.25,838464
George Hill,32,"PG, PG","CLE, MIL",60,13,1302,170,376,0.4521276595744681,48,153,0.3137254901960784,122,223,0.547085201793722,70,85,0.8235294117647058,39,109,148,135,52,8,51,102,458,0.22606382978723405,7.633333333333334,0.35176651305683565,2.6470588235294117,19000000
Georges Niang,25,PF,UTA,59,0,516,86,181,0.47513812154696133,43,105,0.4095238095238095,43,76,0.5657894736842105,20,24,0.8333333333333334,11,76,87,35,10,6,23,57,235,0.13259668508287292,3.983050847457627,0.45542635658914726,1.5217391304347827,1512601
Gerald Green,33,SG,HOU,73,0,1473,231,578,0.39965397923875434,156,441,0.35374149659863946,75,137,0.5474452554744526,57,68,0.8382352941176471,30,152,182,40,33,27,55,126,675,0.11764705882352941,9.246575342465754,0.45824847250509165,0.7272727272727273,1512601
Giannis Antetokounmpo,24,PF,MIL,72,72,2358,721,1247,0.5781876503608661,52,203,0.2561576354679803,669,1044,0.6408045977011494,500,686,0.7288629737609329,159,739,898,424,92,110,268,232,1994,0.5501202886928629,27.694444444444443,0.8456318914334181,1.5820895522388059,24157304
Glenn Robinson,25,SF,DET,47,18,610,74,176,0.42045454545454547,18,62,0.2903225806451613,56,114,0.49122807017543857,32,40,0.8,17,54,71,21,14,8,18,45,198,0.22727272727272727,4.212765957446808,0.32459016393442625,1.1666666666666667,4075000
Goran Dragic,32,PG,MIA,36,22,991,179,433,0.4133949191685912,57,164,0.3475609756097561,122,269,0.45353159851301117,79,101,0.7821782178217822,20,91,111,174,30,5,71,81,494,0.23325635103926096,13.722222222222221,0.49848637739656915,2.4507042253521125,18109175
Gordon Hayward,28,PF,BOS,72,18,1863,296,635,0.46614173228346456,77,231,0.3333333333333333,219,404,0.5420792079207921,156,187,0.8342245989304813,51,271,322,244,62,23,105,104,825,0.29448818897637796,11.458333333333334,0.4428341384863124,2.323809523809524,31214295
Gorgui Dieng,29,C,MIN,76,2,1031,189,377,0.5013262599469496,19,56,0.3392857142857143,170,321,0.5295950155763239,88,106,0.8301886792452831,81,230,311,72,48,41,57,134,485,0.28116710875331563,6.381578947368421,0.47041707080504364,1.263157894736842,15170787
Grayson Allen,23,SG,UTA,38,2,416,67,178,0.37640449438202245,32,99,0.32323232323232326,35,79,0.4430379746835443,45,60,0.75,3,20,23,25,6,6,33,47,211,0.33707865168539325,5.552631578947368,0.5072115384615384,0.7575757575757576,2076960
Greg Monroe,28,"C, C, C","BOS, PHI, TOR",43,2,480,92,189,0.48677248677248675,1,5,0.2,91,184,0.4945652173913043,45,72,0.625,67,105,172,24,14,8,32,66,230,0.38095238095238093,5.348837209302325,0.4791666666666667,0.75,2410167
Guerschon Yabusele,23,PF,BOS,41,1,251,35,77,0.45454545454545453,9,28,0.32142857142857145,26,49,0.5306122448979592,15,22,0.6818181818181818,23,30,53,15,8,7,15,32,94,0.2857142857142857,2.292682926829268,0.3745019920318725,1,2667600
Hamidou Diallo,20,SG,OKC,51,3,526,75,165,0.45454545454545453,4,24,0.16666666666666666,71,141,0.5035460992907801,36,59,0.6101694915254238,38,59,97,17,21,10,23,77,190,0.3575757575757576,3.7254901960784315,0.3612167300380228,0.7391304347826086,838464
Harrison Barnes,26,"SF, PF","SAC, DAL",77,77,2533,431,1027,0.4196689386562804,174,441,0.3945578231292517,257,586,0.43856655290102387,229,278,0.8237410071942446,57,304,361,115,50,13,98,122,1265,0.27069133398247325,16.428571428571427,0.4994078168180024,1.1734693877551021,24107258
Harry Giles,20,PF,SAC,58,0,820,175,348,0.5028735632183908,0,6,0,175,342,0.5116959064327485,58,91,0.6373626373626373,66,156,222,85,31,22,73,150,408,0.2614942528735632,7.0344827586206895,0.4975609756097561,1.1643835616438356,2207040
Hassan Whiteside,29,C,MIA,72,53,1674,388,680,0.5705882352941176,2,16,0.125,386,664,0.5813253012048193,109,243,0.448559670781893,257,560,817,56,46,136,97,192,887,0.3573529411764706,12.319444444444445,0.529868578255675,0.5773195876288659,24434262
Haywood Highsmith,22,SF,PHI,5,0,40,4,10,0.4,1,5,0.2,3,5,0.6,0,2,0,0,5,5,2,1,0,1,1,9,0.2,1.8,0.225,2,77250
Henry Ellenson,22,"PF, PF","DET, NYK",19,0,259,39,95,0.4105263157894737,17,38,0.4473684210526316,22,57,0.38596491228070173,19,25,0.76,5,61,66,16,7,2,9,27,114,0.2631578947368421,6,0.44015444015444016,1.7777777777777777,2199311
Ian Clark,27,SG,NOP,60,6,973,151,383,0.39425587467362927,66,202,0.32673267326732675,85,181,0.4696132596685083,33,37,0.8918918918918919,13,76,89,94,22,8,58,95,401,0.09660574412532637,6.683333333333334,0.41212744090441933,1.6206896551724137,1757429
Ian Mahinmi,32,C,WAS,34,6,498,47,104,0.4519230769230769,3,16,0.1875,44,88,0.5,42,61,0.6885245901639344,48,80,128,25,25,16,21,84,139,0.5865384615384616,4.088235294117647,0.2791164658634538,1.1904761904761905,16000000
Iman Shumpert,28,"SG, SG","HOU, SAC",62,41,1481,167,446,0.3744394618834081,95,273,0.34798534798534797,72,173,0.4161849710982659,36,45,0.8,27,156,183,112,59,24,50,127,465,0.10089686098654709,7.5,0.31397704253882514,2.24,11011234
Isaac Bonga,19,PG,LAL,22,0,120,5,33,0.15151515151515152,0,8,0,5,25,0.2,9,15,0.6,9,16,25,15,9,4,6,9,19,0.45454545454545453,0.8636363636363636,0.15833333333333333,2.5,1000000
Isaiah Briscoe,22,PG,ORL,39,0,559,55,138,0.39855072463768115,11,34,0.3235294117647059,44,104,0.4230769230769231,15,26,0.5769230769230769,5,69,74,87,11,2,31,66,136,0.18840579710144928,3.4871794871794872,0.24329159212880144,2.806451612903226,838464
Isaiah Canaan,27,"PG, PG, PG","MIL, MIN, PHO",30,16,629,64,164,0.3902439024390244,34,96,0.3541666666666667,30,68,0.4411764705882353,19,24,0.7916666666666666,6,52,58,84,14,2,35,52,181,0.14634146341463414,6.033333333333333,0.287758346581876,2.4,744671
Isaiah Hartenstein,20,PF,HOU,28,0,221,20,41,0.4878048780487805,2,6,0.3333333333333333,18,35,0.5142857142857142,11,14,0.7857142857142857,21,26,47,15,7,12,13,56,53,0.34146341463414637,1.8928571428571428,0.2398190045248869,1.1538461538461537,838464
Isaiah Thomas,29,SG,DEN,12,0,181,34,99,0.3434343434343434,12,43,0.27906976744186046,22,56,0.39285714285714285,17,27,0.6296296296296297,5,8,13,23,5,1,18,17,97,0.2727272727272727,8.083333333333334,0.5359116022099447,1.2777777777777777,2029463
Ivan Rabb,21,PF,MEM,49,13,721,116,212,0.5471698113207547,3,15,0.2,113,197,0.5736040609137056,49,69,0.7101449275362319,70,136,206,54,17,14,35,90,284,0.32547169811320753,5.795918367346939,0.39389736477115117,1.542857142857143,1378242
Jabari Parker,23,"PF, PF","WAS, CHI",64,17,1724,369,749,0.49265687583444595,61,195,0.3128205128205128,308,554,0.555956678700361,131,184,0.7119565217391305,79,342,421,152,46,30,151,145,930,0.24566088117489987,14.53125,0.5394431554524362,1.0066225165562914,20000000
Jacob Evans,21,SG,GSW,30,1,204,18,53,0.33962264150943394,4,15,0.26666666666666666,14,38,0.3684210526315789,0,1,0,6,19,25,23,5,3,11,28,40,0.018867924528301886,1.3333333333333333,0.19607843137254902,2.090909090909091,1646400
Jae Crowder,28,SF,UTA,80,11,2166,318,797,0.3989962358845671,173,522,0.3314176245210728,145,275,0.5272727272727272,142,197,0.7208121827411168,60,324,384,133,64,31,85,170,951,0.24717691342534504,11.8875,0.4390581717451524,1.5647058823529412,7305825
Jahlil Okafor,23,C,NOP,59,24,935,212,362,0.585635359116022,1,5,0.2,211,357,0.5910364145658263,59,89,0.6629213483146067,82,196,278,40,15,40,52,96,484,0.24585635359116023,8.203389830508474,0.5176470588235295,0.7692307692307693,1567007
JaKarr Sampson,25,SF,CHI,4,0,127,29,54,0.5370370370370371,5,14,0.35714285714285715,24,40,0.6,17,21,0.8095238095238095,5,27,32,4,4,3,4,8,80,0.3888888888888889,20,0.6299212598425197,1,85457
Jake Layman,24,SF,POR,71,33,1327,216,424,0.5094339622641509,59,181,0.3259668508287293,157,243,0.6460905349794238,50,71,0.704225352112676,56,161,217,53,31,30,46,116,541,0.16745283018867924,7.619718309859155,0.4076865109269028,1.1521739130434783,1544951
Jalen Brunson,22,PG,DAL,73,38,1591,264,565,0.4672566371681416,63,181,0.34806629834254144,201,384,0.5234375,87,120,0.725,25,144,169,230,37,4,88,127,678,0.21238938053097345,9.287671232876713,0.426147077309868,2.6136363636363638,1230000
Jalen Jones,25,SF,CLE,16,0,214,26,62,0.41935483870967744,10,28,0.35714285714285715,16,34,0.47058823529411764,19,27,0.7037037037037037,11,23,34,7,9,2,8,27,81,0.43548387096774194,5.0625,0.37850467289719625,0.875,77250
Jamal Crawford,38,SG,PHO,64,0,1211,174,438,0.3972602739726027,67,202,0.3316831683168317,107,236,0.4533898305084746,93,110,0.8454545454545455,8,77,85,229,33,12,99,75,508,0.2511415525114155,7.9375,0.4194880264244426,2.313131313131313,4698113
Jamal Murray,21,PG,DEN,75,74,2447,513,1173,0.4373401534526854,152,414,0.3671497584541063,361,759,0.4756258234519104,189,223,0.8475336322869955,65,252,317,363,67,27,158,153,1367,0.19011082693947143,18.226666666666667,0.5586432366162648,2.2974683544303796,3499800
James Ennis,28,"SF, SF","PHI, HOU",58,27,1230,138,294,0.46938775510204084,55,156,0.3525641025641026,83,138,0.6014492753623188,58,81,0.7160493827160493,60,122,182,41,41,23,34,150,389,0.2755102040816326,6.706896551724138,0.31626016260162604,1.2058823529411764,1621415
James Harden,29,PG,HOU,78,78,2867,843,1909,0.4415924567836564,378,1028,0.36770428015564205,465,881,0.5278093076049943,754,858,0.8787878787878788,66,452,518,586,158,58,387,244,2818,0.44944997380827656,36.12820512820513,0.9829089640739449,1.5142118863049097,30570000
James Johnson,31,PF,MIA,55,33,1164,164,379,0.43271767810026385,50,149,0.33557046979865773,114,230,0.4956521739130435,50,70,0.7142857142857143,22,154,176,135,35,27,74,114,428,0.18469656992084432,7.781818181818182,0.36769759450171824,1.8243243243243243,14420700
James Nunnally,28,"SF, SF","HOU, MIN",15,0,102,12,34,0.35294117647058826,8,25,0.32,4,9,0.4444444444444444,4,4,1,0,5,5,7,1,0,1,10,36,0.11764705882352941,2.4,0.35294117647058826,7,663255
JaMychal Green,28,"PF, PF","LAC, MEM",65,6,1371,230,476,0.4831932773109244,71,176,0.4034090909090909,159,300,0.53,80,101,0.7920792079207921,104,305,409,50,45,34,87,193,611,0.21218487394957983,9.4,0.44566010211524437,0.5747126436781609,8066667
Jared Dudley,33,PF,BRK,59,25,1220,101,239,0.4225941422594142,53,151,0.3509933774834437,48,88,0.5454545454545454,32,46,0.6956521739130435,34,121,155,83,36,16,43,131,287,0.19246861924686193,4.864406779661017,0.23524590163934425,1.930232558139535,9530000
Jared Terrell,23,SG,MIN,14,0,111,12,39,0.3076923076923077,4,17,0.23529411764705882,8,22,0.36363636363636365,3,6,0.5,1,5,6,12,3,2,10,16,31,0.15384615384615385,2.2142857142857144,0.27927927927927926,1.2,77250
Jarell Martin,24,PF,ORL,42,1,328,43,104,0.41346153846153844,20,57,0.3508771929824561,23,47,0.48936170212765956,9,11,0.8181818181818182,11,62,73,18,3,8,11,51,115,0.10576923076923077,2.738095238095238,0.35060975609756095,1.6363636363636365,2416221
Jaren Jackson,19,PF,MEM,58,56,1515,298,589,0.5059422750424448,51,142,0.3591549295774648,247,447,0.5525727069351231,151,197,0.766497461928934,73,199,272,64,52,82,98,220,798,0.33446519524617996,13.758620689655173,0.5267326732673268,0.6530612244897959,5922720
Jaron Blossomgame,25,SF,CLE,27,4,439,47,106,0.44339622641509435,10,39,0.2564102564102564,37,67,0.5522388059701493,10,13,0.7692307692307693,26,72,98,13,7,8,11,20,114,0.12264150943396226,4.222222222222222,0.25968109339407747,1.1818181818181819,77250
Jarred Vanderbilt,19,PF,DEN,17,0,69,9,19,0.47368421052631576,0,1,0,9,18,0.5,6,10,0.6,7,16,23,3,6,1,8,8,24,0.5263157894736842,1.411764705882353,0.34782608695652173,0.375,838464
Jarrett Allen,20,C,BRK,80,80,2096,335,568,0.5897887323943662,6,45,0.13333333333333333,329,523,0.6290630975143403,197,278,0.7086330935251799,191,481,672,110,43,120,103,184,873,0.4894366197183099,10.9125,0.41650763358778625,1.0679611650485437,2034120
Jason Smith,32,"C, PF, C","NOP, MIL, WAS",20,1,190,21,59,0.3559322033898305,9,26,0.34615384615384615,12,33,0.36363636363636365,14,16,0.875,16,36,52,14,3,7,13,30,65,0.2711864406779661,3.25,0.34210526315789475,1.0769230769230769,5450000
JaVale McGee,31,C,LAL,75,62,1671,400,641,0.62402496099844,1,12,0.08333333333333333,399,629,0.6343402225755167,96,152,0.631578947368421,195,371,566,52,47,148,108,208,897,0.23712948517940718,11.96,0.5368043087971275,0.48148148148148145,2393887
Jaylen Adams,22,PG,ATL,34,1,428,38,110,0.34545454545454546,25,74,0.33783783783783783,13,36,0.3611111111111111,7,9,0.7777777777777778,11,49,60,65,14,5,28,45,108,0.08181818181818182,3.176470588235294,0.2523364485981308,2.3214285714285716,236854
Jaylen Brown,22,SG,BOS,74,25,1913,368,792,0.46464646464646464,95,276,0.3442028985507246,273,516,0.5290697674418605,133,202,0.6584158415841584,65,248,313,100,69,32,99,186,964,0.255050505050505,13.027027027027026,0.5039205436487193,1.0101010101010102,5169960
Jaylen Morris,23,SG,MIL,4,0,29,4,10,0.4,1,3,0.3333333333333333,3,7,0.42857142857142855,1,2,0.5,0,5,5,4,2,0,1,1,10,0.2,2.5,0.3448275862068966,4,77250
Jayson Tatum,20,SF,BOS,79,79,2455,466,1036,0.4498069498069498,116,311,0.3729903536977492,350,725,0.4827586206896552,195,228,0.8552631578947368,70,407,477,168,84,57,122,168,1243,0.22007722007722008,15.734177215189874,0.5063136456211813,1.3770491803278688,6700800
Jeff Green,32,PF,WAS,77,44,2097,326,687,0.4745269286754003,111,320,0.346875,215,367,0.5858310626702997,183,206,0.8883495145631068,57,252,309,137,43,39,101,160,946,0.29985443959243085,12.285714285714286,0.45112064854554124,1.3564356435643565,2393887
Jeff Teague,30,PG,MIN,42,41,1264,176,416,0.4230769230769231,35,105,0.3333333333333333,141,311,0.45337620578778137,123,153,0.803921568627451,16,90,106,343,43,18,97,90,510,0.36778846153846156,12.142857142857142,0.40348101265822783,3.536082474226804,19000000
Jemerrio Jones,23,SF,LAL,6,2,143,12,33,0.36363636363636365,2,10,0.2,10,23,0.43478260869565216,1,2,0.5,16,33,49,13,7,5,5,10,27,0.06060606060606061,4.5,0.1888111888111888,2.6,52170
Jerami Grant,24,PF,OKC,80,77,2612,409,823,0.49696233292831105,115,293,0.3924914675767918,294,530,0.5547169811320755,157,221,0.7104072398190046,96,321,417,79,61,100,67,214,1090,0.26852976913730253,13.625,0.41730474732006123,1.1791044776119404,8333333
Jeremy Lamb,26,SG,CHO,79,55,2250,431,979,0.4402451481103167,115,330,0.3484848484848485,316,649,0.4869029275808937,231,260,0.8884615384615384,65,369,434,172,88,32,80,140,1208,0.26557711950970375,15.291139240506329,0.5368888888888889,2.15,7000000
Jeremy Lin,30,"PG, PG","TOR, ATL",74,4,1436,238,541,0.4399260628465804,55,187,0.29411764705882354,183,354,0.5169491525423728,176,210,0.8380952380952381,22,157,179,231,47,13,124,144,707,0.38817005545286504,9.554054054054054,0.4923398328690808,1.8629032258064515,12516746
Jerian Grant,26,PG,ORL,60,1,939,92,220,0.41818181818181815,40,110,0.36363636363636365,52,110,0.4727272727272727,26,40,0.65,19,79,98,156,44,6,51,78,250,0.18181818181818182,4.166666666666667,0.26624068157614483,3.0588235294117645,2639313
Jerome Robinson,21,SG,LAC,33,0,320,44,110,0.4,18,57,0.3157894736842105,26,53,0.49056603773584906,6,9,0.6666666666666666,3,38,41,19,11,3,13,46,112,0.08181818181818182,3.393939393939394,0.35,1.4615384615384615,3050160
Jerryd Bayless,30,PG,MIN,34,6,657,82,230,0.3565217391304348,29,98,0.29591836734693877,53,132,0.4015151515151515,16,28,0.5714285714285714,11,51,62,119,18,2,32,56,209,0.12173913043478261,6.147058823529412,0.3181126331811263,3.71875,8575916
Jevon Carter,23,PG,MEM,39,3,577,56,185,0.3027027027027027,34,102,0.3333333333333333,22,83,0.26506024096385544,26,32,0.8125,14,52,66,69,26,11,33,55,172,0.17297297297297298,4.410256410256411,0.29809358752166376,2.090909090909091,838464
Jimmer Fredette,29,SG,PHO,6,0,65,8,29,0.27586206896551724,0,13,0,8,16,0.5,6,6,1,1,6,7,8,3,0,5,5,22,0.20689655172413793,3.6666666666666665,0.3384615384615385,1.6,198579
Jimmy Butler,29,"SG, SF","MIN, PHI",65,65,2185,418,904,0.46238938053097345,67,193,0.3471502590673575,351,711,0.4936708860759494,312,365,0.8547945205479452,121,221,342,263,123,39,95,111,1215,0.40376106194690264,18.692307692307693,0.5560640732265446,2.768421052631579,19841627
JJ Redick,34,SG,PHI,76,63,2379,452,1027,0.44011684518013633,240,605,0.39669421487603307,212,422,0.5023696682464455,228,255,0.8941176470588236,20,166,186,206,32,17,101,129,1372,0.24829600778967867,18.05263157894737,0.5767129045817571,2.0396039603960396,12250000
Joakim Noah,33,C,MEM,42,1,693,110,213,0.5164319248826291,0,1,0,110,212,0.5188679245283019,78,109,0.7155963302752294,58,180,238,89,20,31,50,96,298,0.5117370892018779,7.095238095238095,0.43001443001443,1.78,20261172
Jodie Meeks,31,SG,TOR,8,0,104,21,39,0.5384615384615384,8,18,0.4444444444444444,13,21,0.6190476190476191,1,1,1,1,11,12,8,1,1,2,5,51,0.02564102564102564,6.375,0.49038461538461536,4,3774176
Joe Harris,27,SG,BRK,76,76,2293,374,748,0.5,183,386,0.4740932642487047,191,362,0.5276243093922652,110,133,0.8270676691729323,52,239,291,181,38,17,121,182,1041,0.17780748663101603,13.697368421052632,0.4539904055822067,1.4958677685950412,8333333
Joe Ingles,31,PF,UTA,82,82,2568,359,802,0.4476309226932668,189,483,0.391304347826087,170,319,0.5329153605015674,87,123,0.7073170731707317,35,295,330,469,98,20,193,180,994,0.15336658354114713,12.121951219512194,0.3870716510903427,2.430051813471503,12545455
Joel Embiid,24,C,PHI,64,64,2154,580,1199,0.4837364470391993,79,263,0.30038022813688214,501,936,0.5352564102564102,522,649,0.8043143297380585,160,711,871,234,46,122,226,211,1761,0.5412844036697247,27.515625,0.8175487465181058,1.0353982300884956,25467250
John Collins,21,PF,ATL,61,59,1829,465,831,0.5595667870036101,55,158,0.34810126582278483,410,673,0.6092124814264487,203,266,0.7631578947368421,219,376,595,121,22,39,120,199,1188,0.3200962695547533,19.475409836065573,0.6495352651722253,1.0083333333333333,2299080
John Henson,28,C,MIL,14,0,188,31,67,0.4626865671641791,11,31,0.3548387096774194,20,36,0.5555555555555556,6,10,0.6,16,55,71,14,7,11,12,16,79,0.14925373134328357,5.642857142857143,0.42021276595744683,1.1666666666666667,10577466
John Jenkins,27,"SG, SG","WAS, NYK",26,0,333,42,105,0.4,22,58,0.3793103448275862,20,47,0.425531914893617,15,18,0.8333333333333334,6,31,37,22,0,2,9,10,121,0.17142857142857143,4.653846153846154,0.3633633633633634,2.4444444444444446,585809
John Wall,28,PG,WAS,32,32,1104,245,552,0.4438405797101449,51,169,0.30177514792899407,194,383,0.5065274151436031,122,175,0.6971428571428572,15,101,116,279,49,29,121,71,663,0.3170289855072464,20.71875,0.6005434782608695,2.3057851239669422,19169800
Johnathan Motley,23,PF,LAC,22,0,156,39,73,0.5342465753424658,0,3,0,39,70,0.5571428571428572,24,40,0.6,18,33,51,11,5,3,16,27,102,0.547945205479452,4.636363636363637,0.6538461538461539,0.6875,77250
Johnathan Williams,23,C,LAL,24,0,372,65,110,0.5909090909090909,0,2,0,65,108,0.6018518518518519,27,48,0.5625,48,51,99,13,8,7,16,62,157,0.43636363636363634,6.541666666666667,0.4220430107526882,0.8125,127250
Jon Leuer,29,PF,DET,41,1,402,66,113,0.584070796460177,1,11,0.09090909090909091,65,102,0.6372549019607843,23,31,0.7419354838709677,27,70,97,14,12,4,23,60,156,0.2743362831858407,3.8048780487804876,0.3880597014925373,0.6086956521739131,10002681
Jonah Bolden,23,PF,PHI,44,10,639,80,162,0.49382716049382713,34,96,0.3541666666666667,46,66,0.696969696969697,13,27,0.48148148148148145,47,118,165,40,17,39,36,99,207,0.16666666666666666,4.704545454545454,0.323943661971831,1.1111111111111112,1690000
Jonas Jerebko,31,PF,GSW,73,6,1218,163,355,0.4591549295774648,69,188,0.3670212765957447,94,167,0.562874251497006,64,80,0.8,72,216,288,96,27,18,43,137,459,0.22535211267605634,6.287671232876712,0.3768472906403941,2.2325581395348837,2165481
Jonas Valanciunas,26,"C, C","MEM, TOR",49,27,1091,301,538,0.5594795539033457,14,48,0.2916666666666667,287,490,0.5857142857142857,147,185,0.7945945945945946,106,313,419,70,19,53,90,146,763,0.34386617100371747,15.571428571428571,0.6993583868011,0.7777777777777778,16539326
Jonathan Isaac,21,PF,ORL,75,64,1996,262,611,0.4288052373158756,86,266,0.3233082706766917,176,345,0.5101449275362319,110,135,0.8148148148148148,99,312,411,80,59,98,75,143,720,0.220949263502455,9.6,0.36072144288577157,1.0666666666666667,4969080
Jonathon Simmons,29,"SF, SG","PHI, ORL",56,9,1064,133,350,0.38,28,104,0.2692307692307692,105,246,0.4268292682926829,72,97,0.7422680412371134,27,99,126,128,29,15,68,89,366,0.27714285714285714,6.535714285714286,0.34398496240601506,1.8823529411764706,6000000
Jordan Bell,24,C,GSW,68,3,788,99,192,0.515625,0,2,0,99,190,0.5210526315789473,25,41,0.6097560975609756,55,129,184,76,20,51,42,80,223,0.21354166666666666,3.2794117647058822,0.282994923857868,1.8095238095238095,1378242
Jordan Clarkson,26,SG,CLE,81,0,2214,529,1180,0.4483050847457627,144,445,0.3235955056179775,385,735,0.5238095238095238,162,192,0.84375,82,188,270,196,57,13,135,112,1364,0.16271186440677965,16.839506172839506,0.6160794941282746,1.451851851851852,12500000
Jordan Loyd,25,PG,TOR,12,0,55,8,18,0.4444444444444444,4,8,0.5,4,10,0.4,9,11,0.8181818181818182,1,8,9,6,0,0,2,5,29,0.6111111111111112,2.4166666666666665,0.5272727272727272,3,77250
Jordan McRae,27,SG,WAS,27,0,333,61,130,0.46923076923076923,10,35,0.2857142857142857,51,95,0.5368421052631579,28,35,0.8,6,34,40,30,13,7,15,26,160,0.2692307692307692,5.925925925925926,0.4804804804804805,2,77250
Jose Calderon,37,PG,DET,49,0,632,45,120,0.375,14,57,0.24561403508771928,31,63,0.49206349206349204,9,11,0.8181818181818182,11,49,60,115,16,3,35,64,113,0.09166666666666666,2.306122448979592,0.1787974683544304,3.2857142857142856,2393887
Josh Hart,23,SG,LAL,67,22,1715,189,464,0.4073275862068966,92,274,0.3357664233576642,97,190,0.5105263157894737,55,80,0.6875,35,213,248,93,64,40,58,147,525,0.1724137931034483,7.835820895522388,0.30612244897959184,1.603448275862069,1655160
Josh Jackson,21,SG,PHO,79,29,1988,347,841,0.4126040428061831,73,225,0.3244444444444444,274,616,0.4448051948051948,143,213,0.6713615023474179,66,281,347,183,74,56,173,209,910,0.25326991676575505,11.518987341772151,0.45774647887323944,1.0578034682080926,6041520
Josh Okogie,20,SG,MIN,74,52,1757,196,508,0.3858267716535433,60,215,0.27906976744186046,136,293,0.4641638225255973,118,162,0.7283950617283951,41,177,218,91,88,33,63,166,570,0.3188976377952756,7.702702702702703,0.3244166192373364,1.4444444444444444,2163600
Josh Richardson,25,SG,MIA,73,73,2539,423,1026,0.41228070175438597,164,460,0.3565217391304348,259,566,0.4575971731448763,199,231,0.8614718614718615,54,209,263,298,79,34,113,200,1209,0.22514619883040934,16.561643835616437,0.47617172115005907,2.6371681415929205,9367200
JR Smith,33,SG,CLE,11,4,222,27,79,0.34177215189873417,12,39,0.3076923076923077,15,40,0.375,8,10,0.8,0,18,18,21,11,3,11,19,74,0.12658227848101267,6.7272727272727275,0.3333333333333333,1.9090909090909092,14720000
Jrue Holiday,28,SG,NOP,67,67,2402,547,1159,0.4719585849870578,118,363,0.325068870523416,429,796,0.5389447236180904,208,271,0.7675276752767528,75,259,334,518,109,54,210,148,1420,0.23382226056945643,21.19402985074627,0.5911740216486261,2.466666666666667,26641111
Juan Hernangomez,23,PF,DEN,70,25,1358,138,314,0.4394904458598726,66,181,0.36464088397790057,72,133,0.5413533834586466,66,86,0.7674418604651163,64,201,265,55,27,24,37,94,408,0.27388535031847133,5.828571428571428,0.3004418262150221,1.4864864864864864,2166360
Julian Washburn,27,SF,MEM,18,3,254,16,48,0.3333333333333333,5,24,0.20833333333333334,11,24,0.4583333333333333,3,4,0.75,8,33,41,14,13,2,7,16,40,0.08333333333333333,2.2222222222222223,0.15748031496062992,2,77250
Julius Randle,24,PF,NOP,73,49,2232,571,1089,0.5243342516069789,67,195,0.3435897435897436,504,894,0.5637583892617449,356,487,0.731006160164271,162,472,634,229,52,45,208,246,1565,0.44719926538108357,21.438356164383563,0.7011648745519713,1.1009615384615385,8641000
Justin Anderson,25,SF,ATL,48,4,463,64,157,0.40764331210191085,24,77,0.3116883116883117,40,80,0.5,26,35,0.7428571428571429,24,60,84,23,22,13,23,48,178,0.2229299363057325,3.7083333333333335,0.38444924406047515,1,2516047
Justin Holiday,29,"SG, SG","MEM, CHI",82,77,2607,300,777,0.3861003861003861,162,465,0.34838709677419355,138,312,0.4423076923076923,95,106,0.8962264150943396,46,277,323,146,121,36,104,164,857,0.1364221364221364,10.451219512195122,0.3287303413885692,1.4038461538461537,4500000
Justin Jackson,23,"SF, SF","DAL, SAC",81,14,1614,217,485,0.44742268041237115,87,245,0.3551020408163265,130,240,0.5416666666666666,62,79,0.7848101265822784,44,168,212,96,32,14,29,99,583,0.16288659793814433,7.197530864197531,0.36121437422552666,3.310344827586207,2807880
Justin Patton,21,C,PHI,3,0,21,2,7,0.2857142857142857,0,2,0,2,5,0.4,1,2,0.5,2,4,6,3,2,0,0,5,5,0.2857142857142857,1.6666666666666667,0.23809523809523808,Inf,2667600
Justise Winslow,22,SF,MIA,66,52,1959,324,749,0.4325767690253672,96,256,0.375,228,493,0.46247464503042596,86,137,0.6277372262773723,63,292,355,282,72,19,142,177,830,0.1829105473965287,12.575757575757576,0.42368555385400714,1.9859154929577465,3448926
Jusuf Nurkic,24,C,POR,72,72,1974,420,826,0.5084745762711864,3,29,0.10344827586206896,417,797,0.5232120451693852,282,365,0.7726027397260274,243,505,748,233,71,103,168,250,1125,0.44188861985472155,15.625,0.5699088145896657,1.3869047619047619,11111111
Kadeem Allen,26,SG,NYK,19,1,416,65,141,0.46099290780141844,17,36,0.4722222222222222,48,105,0.45714285714285713,42,54,0.7777777777777778,8,43,51,76,16,4,26,46,189,0.3829787234042553,9.947368421052632,0.4543269230769231,2.923076923076923,77250
Karl-Anthony Towns,23,C,MIN,77,77,2545,681,1314,0.5182648401826484,142,355,0.4,539,959,0.5620437956204379,376,450,0.8355555555555556,263,691,954,259,67,125,240,292,1880,0.3424657534246575,24.415584415584416,0.7387033398821218,1.0791666666666666,7839435
